,usuario,texto,depressao,texto_traduzido
1011,gabriel05151734,Eu choro todos os dias calada sem falar pros meus pais que eu me corto eu choro pq realmente tenho medo desse mundo choro por não ter meu avô ao meu lado eu choro pq me sinto insuficiente eu choro pq eu tenho ansiedade eu choro pq eu tenho depressão eu choro pq sou chata,1,I cry every day without speaking to my parents that I cut myself I cry because I'm really afraid of this world I cry because I don't have my grandfather by my side I cry because I feel insufficient I cry because I have anxiety I cry because I have depression I cry because I'm boring
1012,fuckjxxnny_oh,"ela toda ""desculpa moço"" i eu todo ""vai embora então mano falou fica na tua e sai fora"" https://t.co/mTyhe1nMHe",1,"she all ""sorry boy"" i all ""go away then bro said stay in yours and get out"" https://t.co/mTyhe1nMHe"
1013,whosritad,Eu fiquei super louca de zolpi ontem e não me arrependo https://t.co/KKswO7XInp,1,I was super crazy about zolpi yesterday and I don't regret it https://t.co/KKswO7XInp
1014,habitlaurj,q vontade de ouvir um funk de 2016 😳😳😳😳,1,what desire to hear a 2016 funk 😳😳😳😳
1015,prps_merchan,"#SetembroAmarelo 
Para compreender as pessoas você deve tentar escutar o que elas não estão dizendo, o que talvez elas nunca venham a dizer. Depressão não é brincadeira, ansiedade não é frescura e ataques de pânico não é para chamar a atenção.",1,"#SeptemberYellow
To understand people you must try to listen to what they are not saying, what they may never say. Depression is no joke, anxiety is not freshness, and panic attacks are not meant to attract attention."
1016,sanwithn,"LO QUE PASÓ, PASÓ ENTRE TÚ Y YOOO https://t.co/RXYK5nDvmn",1,"LO QUE PASÓ, PASÓ BETWEEN TÚ Y YOOO https://t.co/RXYK5nDvmn"
1017,Amanda07891512,"O pouco que sei, é do muito que sinto.",1,The little I know is how much I feel.
1018,sorvetinhonetom,"Eu to triste mas eu sorrio.
Essa é a minha vida.",0,"I'm sad but I smile.
This is my life."
1019,cassdirty,"Acabo de descobrir quem visitou meu perfil no Twitter!

https://t.co/CcrzpKp13Y

⠀ https://t.co/dQa7xBZpjj",1,"I just found out who visited my Twitter profile!

https://t.co/CcrzpKp13Y

⠀ https://t.co/dQa7xBZpjj"
1020,lwricm,pprt n aguento mais ter dor de cabeça todo santo dia vei,1,pprt n can take more headaches every single day
1021,sarabyonce,"Daniela me abandonou num momento que era pra eu ta gritando com ela, ela não sabe o q eu to passando",1,"Daniela abandoned me at a time that I was supposed to yelling at, she doesn't know what I'm going through"
1022,PaulaRaiane15,Eu achando q 2020 não podia piorar #2020Vision #piorano https://t.co/GfjlCKkKOU,0,I think 2020 could not get worse # 2020Vision #piorano https://t.co/GfjlCKkKOU
1023,obsessdw,sei lá vcs não tem preguiça de ser cristão não,1,"I don't know, you are not too lazy to be a Christian"
1024,analuclevelares,"Minha vida nunca girou em torno de ninguém. Só de mim mesma. Das minhas lutas diárias, do meu bem estar, do meu futuro, do meu sucesso.
Posso até gostar de alguém, mas sempre gostei mais de mim. Homem nenhum é motivo de depressão e doenças psicossomáticas minhas.",1,"My life has never been about anyone. Only myself. My daily struggles, my well-being, my future, my success.
I may even like someone, but I've always liked myself more. No man is a cause of depression and psychosomatic illnesses of mine."
1025,vitoria_rossi_,A menina na academia “nossa to até suando” UÉ KKKKKK,1,"The girl at the gym “wow, I'm even sweating” UÉ KKKKKK"
1026,CamargoGabiis,"Preciso fazer meu óculos e ir em um psiquiatra
Mas o dinheiro não tá colaborando
Então tenho que decidir se permaneço entrando numa depressão profunda porém enxergando bem
Ou se continuo cega e com saúde mental",1,"I need to make my glasses and go to a psychiatrist
But money is not helping
So I have to decide if I keep going into a deep depression but seeing well
Or if I'm still blind and mentally healthy"
1027,geniusintheroom,LINDA MINHA VELHA https://t.co/tavnMHujdk,1,LINDA MY OLD https://t.co/tavnMHujdk
1028,JTdeMoraes,Veja esta foto do Instagram de @epidemioinformacao https://t.co/voGYK0pQa5,1,See this Instagram photo from @epidemioinformacao https://t.co/voGYK0pQa5
1029,soy_girls,O pior é eu tentando ver o @brunogagliasso no manequim de saia kkkkkk #BBB20,1,The worst is me trying to see @brunogagliasso on the skirt mannequin kkkkkk # BBB20
1030,Hugo_PBarcellos,os caras num tavam protegendo o brasil de virar uma venezuela? https://t.co/0DiBNFjSka,1,weren't the guys protecting brazil from becoming a venezuela? https://t.co/0DiBNFjSka
1031,cassdirty,"Venho a exatamente 10 ANOS lutando contra a depressão, mas toda a minha luta foi em vão. Juro que tentei, mas não tenho mais forças para continuar",1,"I have been struggling with depression for exactly 10 YEARS, but my whole struggle has been in vain. I swear I tried, but I don't have the strength to continue"
1032,RafaelBroly2,minha vida é um eterno freestyle tu nunca vai me ver na onda 🎧,1,my life is an eternal freestyle you will never see me on the wave 🎧
1033,millanesa_,"tá porra bicho tô no auge da minha depressão
parece q eu tenho 13 anos de novo",1,"ok fuck I'm at the height of my depression
it looks like i'm 13 again"
1034,Noname83661988,"Eu tenho ansiedade desde os 8 anos, mas nunca fui tratado, depressão desde os 13, melhorou bastante porém ainda tenho picos depressivos, e já cheguei a pensar que estava começando a desenvolver esquizofrenia ou que estava enlouquecendo.",1,"I have had anxiety since I was 8 years old, but I have never been treated, depression since I was 13, it has improved a lot but I still have depressive peaks, and I even thought that I was beginning to develop schizophrenia or that I was going crazy."
1035,Francy_Bandeira,"Você tem depressão mesmo (diagnosticado por um profissional), ou você só ACHA que tem depressão pq está triste? Esse é um assunto muito sério, as pessoas ficam se auto-diagnosticando sem terem passado por uma avaliação",0,"Do you really have depression (diagnosed by a professional), or do you just THINK you have depression because you are sad? This is a very serious matter, people are self-diagnosing without having undergone an evaluation"
1036,mriasant,tristinha aqui pensando em como eh deprimente saber que ninguém nunca vai me amar igual o jim ama a pam e vice versa https://t.co/3BIZXJl07I,0,sad here thinking about how depressing it is to know that nobody will ever love me like jim loves pam and vice versa https://t.co/3BIZXJl07I
1037,trutbts,odeio quando colocam ele todo engomadinho assim ele fica parecendo um bonecão não gosto https://t.co/gY0FY47kSR,1,I hate when they put him all starched so he looks like a doll I don't like https://t.co/gY0FY47kSR
1038,refugioemcrise,"O que tem me salvado da morte é depressão, pq não tenho coragem de me matar em casa e não tenho coragem de levantar pra sair de casa",1,"What has saved me from death is depression, because I don't have the courage to kill myself at home and I don't have the courage to get up to leave the house"
1039,ratacracuda,Ano que vem se a vacina funcionar https://t.co/mVPsZZWhZ2,1,Next year if the vaccine works https://t.co/mVPsZZWhZ2
1040,I_Lunax,"Eu já acordo com treta rolando e não entendendo nada,caralho.",0,"I already wake up with bullshit rolling and not understanding anything, damn it."
1041,panteraalada,Difícil ser vc mesma depois de uma decepção ou uma dor tão forte na alma como a #depressao ou vc fica louca de vez ou vc fica fria.,0,It is difficult to be yourself after a disappointment or a pain as strong in the soul as the #depression or you are crazy for good or you are cold.
1042,whosritad,Depois perguntam pq eu tenho depressão COMO QUE NÃO TEM COM ESSAS SITUAÇÕES,1,Then they ask why I have depression HOW DON'T YOU HAVE WITH THESE SITUATIONS
1043,lelenaeu,mais um fim de semana passou e eu ainda tenho depressao❤️,1,another weekend passed and i still have depression❤️
1044,lelenaeu,gostaria de namorar,1,I would like to date
1045,queenyyeri,"Eu queria tanto comer um BK hj :(
Ninguém pra me mandar o dinheiro no mercado pago?",1,"I so wanted to eat a BK hj :(
Nobody to send me the money in the paid market?"
1046,inocentears,Qual das minhas tatuagens é a sua fav?? https://t.co/Z9iVPAoWKQ,1,Which of my tattoos is your favorite ?? https://t.co/Z9iVPAoWKQ
1047,Tripacs,"É só ficar inerce que ja vem merda na cabeça e a tristeza bate.
Queria saber ate quando vou ficar assim. 
Eu so queria um carinho btfe?
Sla foda-se, algo que me fizesse esquecer que tenho depressao. Vsf que odio",1,"Just be inert, shit already comes in the head and sadness hits.
I wanted to know when I will be like this.
I just wanted a btfe affection?
Fuck it, something that would make me forget that I have depression. Vsf I hate"
1048,SintoMuitoBlues,😟😟😟😟😟😟😟😟😟https://t.co/JHsdV2KZnx,1,😟😟😟😟😟😟😟😟😟https: //t.co/JHsdV2KZnx
1049,sunrtly,"uuuu bo comer um crunch no passeio publico sla o que tem pra fazer em cwb — kkkkkkkkk passeio publico, bora https://t.co/4PxbL2XlvV",0,"uuuu bo eat a crunch on the public walk sla what you have to do in cwb - kkkkkkkkk public walk, bora https://t.co/4PxbL2XlvV"
1050,drs_danilo,"Acho q alguém pra me conquistar ou eu pra conquistar alguém, vai demorar. Sem cabeça pra isso!! Mente bagunçada!!! Acho q é injusto alguém ser minha companhia, sendo q eu não sou boa companhia pra mim msm!!! #Psicologia #depression #depressao",0,"I think someone to win me or me to win someone, it will take time. No head for it !! Messy mind !!! I think it is unfair for someone to be my company, being that I am not good company for me msm !!! #Psychology #depression #depression"
1051,vitoriaomena777,Caralho quanta depressão eu tenho KAKAKAKAKKAAKAKAKAK😴,1,Fuck how much depression I have KAKAKAKAKKAAKAKAKAKAK😴
1052,gghjrje,"desde que falei pro meu pai que tenho depressão ele manda mensagem todos os dias “bom dia filha, hj tente se amar um pouco mais”",1,"since i told my father i have depression he sends a message every day “good morning daughter, hj try to love yourself a little more”"
1053,LEETSUK1,parei de postar essas coisas  familia agora eh so putaria e tristeza,1,I stopped posting these things family now it's just bitching and sadness
1054,CamargoGabiis,"Alicia é o próprio Tarzan
Sobe em tudo",1,"Alicia is Tarzan himself
Go up in everything"
1055,d6sii,matei o pica das galaxias,0,I killed the galaxy
1056,weixiLL,Será que o cabelo dele é natural? https://t.co/UXdTuQWZmH,0,Is his hair natural? https://t.co/UXdTuQWZmH
1057,hurricanequak,bom dia,1,Good Morning
1058,ExAnaPaula,A Natasha pode ser mais eu do que eu mesma e admitir que inventou a pessoa perfeita porque não se sentia amada por ninguém,1,Natasha can be more me than myself and admit that she invented the perfect person because she didn't feel loved by anyone
1059,weixiLL,Queria estar aí https://t.co/5mNQ0ZEEbh,0,I wanted to be there https://t.co/5mNQ0ZEEbh
1060,Dandaodofloow,"Domingão e depois do almoço bate aquela DPP (depressão pós prato) e  não tenho disposição nem de brigar com o cachorro.

Quarentena é um eterno feriado, não sei de quem foi a ideia de emendar o carnaval com o natal

Já sabemos que não dá certo. É isso, descansem e aproveitem. Tmj",0,"On Sunday and after lunch, that DPP (post-dish depression) hits and I'm not even willing to fight with the dog.

Quarantine is an eternal holiday, I don't know whose idea was to amend the carnival with Christmas

We already know that it doesn't work. That's it, rest and enjoy. Tmj"
1061,digi_tai_s,"Mto bom, to desde 7:30 tentando estudar e n entendi nd. A hora de trancar chegou",1,"Very good, since 7:30 trying to study I didn't understand. The time to lock has come"
1062,buyuzinha,"meninas pedi 15 esfihas... esfiha agora, esfiha no café da manhã, esfiha no almoço.... https://t.co/Nh9BuJKXVf",0,"girls ordered 15 esfihas ... esfiha now, esfiha for breakfast, esfiha for lunch .... https://t.co/Nh9BuJKXVf"
1063,luvsmutualtk,minha psicóloga n pode me atender essa semana e eu tentei suicidio semana passada iagora? q odio,1,my psychologist can't see me this week and i tried suicide last week now? what I hate
1064,achrystinaoc,"Resolveu tomar as dores de outro que não tem nada com a nossa vida e disse que eu não mereço o que tenho e que minha depressão é mentira, esperei sei la quantos dias pra um oi sequer, essa semana eu queria no mínimo um pedido de desculpa, mas não ganhei nada",1,"He decided to take the pain of someone who has nothing to do with our life and said that I don't deserve what I have and that my depression is a lie, I waited for how many days for a single hello, this week I wanted at least an apology , but I won nothing"
1065,inocentears,Ouvindo mc poze com #ele,1,Listening to mc poze with #ele
1066,Isadoraasilvaa,"Hj me dei de conta,q ganhei td em dobro do q eu perdi, dps de anos lutando contra depressão, percebi q td tem propósitos, e dps de td oq passei sou grata por td q tem acontecido cmg,hj agradeço pela vida q tenho e aprendi a dar valor a td, agr posso dizer estou na minha mlhr fase",1,"Hj I realized, I won td twice what I lost, dps of years fighting depression, I realized that td has purposes, and dps of td what I spent I am grateful for all that has happened cmg, hj thank you for the life that I have and I learned to value td, agr I can say I'm in my mlhr phase"
1067,prefiroana,Eu passo nesse do mês na TPM pqp,1,I spend this month at TPM pqp
1068,roiveronica,reunião essa hora e eu to só 😴😴😴😴,1,meeting this time and I'm alone 😴😴😴😴
1069,rafaelbttncrt,"desgraçaram minha cabeça e perspectiva de futuro numa call e eu só consigo pensar em ver série o resto do dia

fé",1,"my head and future prospects were disgraced in a call and I can only think of watching series for the rest of the day

faith"
1070,Arthur_Mont13,"Você dedica sua vida pela pessoa, faz tudo pra ver ela feliz, e com o primeiro erro ela te joga fora...",0,"You dedicate your life for the person, do everything to make them happy, and with the first mistake she throws you away ..."
1071,Twinckletoes,"Eia zé se fosse eu levantava-me do chão e fazia placagem á gaja á frente dela e muqueta na fuça, virava-me pró gajo, desviava do soco e partia-lhe o braço e por ultimo ia pra cima da outra gaja dava cabeçada e com ela desnorteada, estrangulava. FILHOS DE 30 MIL PUTAS https://t.co/IepAEkZV7i",1,"Hey, if it were, I would get up off the floor and tackle the girl in front of her and muqueta in the face, turn to the guy, avoid the punch and break her arm and finally go over the other girl and head butt and with her bewildered, she strangled. CHILDREN OF 30 THOUSAND SLUTS https://t.co/IepAEkZV7i"
1072,Hugo_PBarcellos,"geral falando o quanto tô emagrecendo
e perguntando o que tô fazendo
tenho duas respostas pra zoar com quem perguntou:
1 - crack terapêutico, recomendado pelo nutricionista
2 - depressão 

e aí lanço uma dessas e fico observando a reação da pessoa
é maravilhoso",1,"general speaking how much i'm losing weight
and asking what am I doing
I have two answers to make fun of who asked:
1 - therapeutic crack, recommended by the nutritionist
2 - depression

and then I launch one of these and watch the person's reaction
it is wonderful"
1073,GALODEKALSA,essa puta da bunda feia q vende pack tava mutada aqui e me da unf inves de soft tnc https://t.co/etBFXhXTWI,1,this ugly ass whore sells pack was mutated here and gives me soft tnc investment https://t.co/etBFXhXTWI
1074,sanwithn,quero essa calça do perna longa 😭😭😭 https://t.co/hUjhUZWWZu,1,I want those long leg pants 😭😭😭 https://t.co/hUjhUZWWZu
1075,vitoria_rossi_,Só a fran pra matar um cacto,1,Only fran to kill a cactus
1076,RafaelBroly2,peguei um oclin p mim Marolei,1,got an oclin p me Marolei
1077,notsofunnydiary,"My problem is my extreme lack of self-confidence, which makes me think I'm not capable of doing anything in the present or the future.  If this feeling lasts forever, I'll never know what I like to do and what I really want to do professionally. #depression #anxiety #mentalhealth",1,"My problem is my extreme lack of self-confidence, which makes me think I'm not capable of doing anything in the present or the future. If this feeling lasts forever, I'll never know what I like to do and what I really want to do professionally. #depression #anxiety #mentalhealth"
1078,d6sii,perfil mo feio kk............       ata eh o meu,0,profile u ugly kk ............ ata eh mine
1079,CamilaTorga,#psicologia #terapia #amorproprio #2020 #BeloHorizonte https://t.co/br82zY5VGB,0,#psychology #therapy #amorproprio # 2020 #BeloHorizonte https://t.co/br82zY5VGB
1080,kkkkaylinha,Que saudade do meu país natal Curitiba,1,I miss my native country Curitiba
1081,Naty_snas,É nessas horas que vemos quem são os amigos verdadeiros!,1,It is at these times that we see who the real friends are!
1082,RafaelBroly2,Temos todas opções pra viver dias melhores,1,We have all the options to live better days
1083,GALODEKALSA,estou com #depressão #profunda,1,I have #deep depression
1084,femaricota,Num fale comigo tenho depressão bipolaridade ansiedade e déficit de atenção,0,In a talk to me I have depression bipolarity anxiety and attention deficit
1085,notsofunnydiary,Porque é que as pessoas não conseguem discutir normalmente sem se ofenderem desnecessariamente? Só perdem a razão.,1,Why can't people argue normally without being unnecessarily offended? They just lose their reason.
1086,swiftiegguk,LADEIROU SIM EIN VAI SE FUDE CARALHO,0,LADEIROU YES EIN WILL FUCK FUCK
1087,onmysblock,qnd entrou um no meu ouvido em 2017 eu fui na médica e ela jogou um jato de água com uma seringa pra ele sair fiquei tontissima https://t.co/CDkY0xsAjO,1,when one enters my ear in 2017 i went to the doctor and she threw a jet of water with a syringe to get him out I was dizzy https://t.co/CDkY0xsAjO
1088,prps_merchan,"Check out new work on my @Behance profile: ""Fotografia Publicitária"" https://t.co/gEJjXfTAE4",1,"Check out new work on my @Behance profile: ""Advertising Photography"" https://t.co/gEJjXfTAE4"
1089,beatrishhhhhh,meu tratamento pra depressão é o meme início de um sonho / deu tudo errado pois 2020,1,my treatment for depression is the beginning of a dream meme / everything went wrong because 2020
1090,Debochetururu,"Insegurança
Ansiedade
Insuficiência 
Falta de ar
Choro
""Entraram no chat""",1,"Insecurity
Anxiety
Failure
Shortness of breathe
Cry
""Joined the chat"""
1091,nihilistblurs,tô muito triste queria ouvir a discografia inteira da taylor swift,0,"I'm very sad, I wanted to hear the whole discography of Taylor Swift"
1092,marcelissimaa,"Tenho pavor de gente que esconde atitudes abusivas atrás da capa da depressão, ansiedade etc",0,"I am terrified of people who hide abusive attitudes behind the cover of depression, anxiety etc."
1093,starbuckswarst,odeio dar like sem querer,0,hate to accidentally like
1094,2012_jairo,Hoje é aniversário do meu irmão e agora que percebi que não tenho quase foto nenhuma com ele.,1,Today is my brother's birthday and now that I realize I have almost no photo with him.
1095,whosritad,Eu comecei a rir com hahah aconteceu galera,1,I started laughing with hahah it happened guys
1096,2012_jairo,"Acordei muitoo animadooo, AMÉM!!!",1,"I woke up very excited, AMEN !!!"
1097,geniusintheroom,meu pai sonhou com minha vó .abençoando ele :/ to com medo,1,my father dreamed of my grandmother. blessing him: / i'm afraid
1098,fariananny1,"Quando eu penso no futuro, sei que ele é incerto,  pois minha mente me auto sabota. Durante anos me auto destruí,  e agora dia a pós dia me reconalstruo.",1,"When I think about the future, I know it is uncertain, because my mind sabotages me. For years I destroyed myself, and now day after day I rebuild myself."
1099,harIeenisley,4000 o preço de um saxofone é por isso que eu tenho depressão,0,4000 the price of a saxophone is why i have depression
1100,leoah_,"Eu tenho ÓDIO quando falo que faço acompanhamento com nutricionista e alguém diz: pq??? Vc já é magra.

Amados?????? Oq tem e ver o cu com as calças.

Eu faço acompanhamento com nutricionista pq tenho transtorno de ansiedade e depressão tenho uma alimentação diferente",1,"I HAVE HATE when I say that I follow up with a nutritionist and someone says: why ??? You're already thin.

Beloved ones ?????? What do you have and see the ass with the pants.

I follow up with a nutritionist because I have anxiety disorder and depression I have a different diet"
1101,lrafaela7,"reclama que eu passo o dia dentro do quarto dizendo q eu tenho q sair pq n tenho depressão mas se eu vou p sala reclama ate da posição q eu tô sentada e se eu tento sair de casa, não deixam",1,"complains that I spend the day inside the room saying I have to leave because I don't have depression but if I go to the room, even complain about the position I'm sitting in and if I try to leave the house, they won't let me"
1102,maria_amanda5,"Quanto eu sei que depressao foi Embora ? 
Quando eu volto a ser extremante organizada.  

Dia 15 tenho um rolê. Hoje é 6. Remédios comprados. Roupas separadas. Organizando na agenda o super, pra fazer sopa e sucos.",1,"How much do I know that depression has gone away?
When I get back to being extremely organized.

On the 15th I have a tour. Today is 6. Medicines purchased. Separate clothes. Organizing the super agenda, to make soup and juices."
1103,azevedorar,quero voltar a fazer live cantando ein,1,I want to do live singing again
1104,Naty_snas,aaaaaaa que raiva,1,aaaaaaa what anger
1105,vitouseless,esto co uma sensaçao Horrivel n sei oq eh isso,0,I have a horrible feeling I don't know what it is
1106,luizasxx,amigo pare. ❤️,0,friend stop. ❤️
1107,vidarealmesmo,"#Depressão não é frescura! 
Depressão não tem cara! Não tem comportamento! Não vem como uma lesão na pele! Não vem com um sintoma aparente!",0,"# Depression is not freshness!
Depression has no face! Has no behavior! It doesn't come as a skin lesion! It doesn't come with an apparent symptom!"
1108,analuclevelares,Em nome de Jesus tá tão perto de realizar! 😍😍😍 https://t.co/NYZPwqfRY5,1,"In the name of Jesus, you're so close to doing it! 😍😍😍 https://t.co/NYZPwqfRY5"
1109,EuricoAlves15,Melhor momento do Keno foi sua corrida para ser substituído #CFCxCAM,0,Keno's best moment was his race to be replaced #CFCxCAM
1110,4m3b4_,Porra saudade beijar e +,0,Fuck longing to kiss and +
1111,sunrtly,como eu faço pra ser sua amiga?👉🏾👈🏾 — conta uma piada na dm 👉🏾👈🏾 https://t.co/xhGpBHZ2u5,0,how do i be your friend? 👉🏾👈🏾 - tell a joke on dm 👉🏾👈🏾 https://t.co/xhGpBHZ2u5
1112,palmiemo,estou muito triste q este tweet flopou pois acredito ser minha obra prima https://t.co/gQtkFhM5eE,1,I'm very sad that this tweet flopped because I believe it to be my masterpiece https://t.co/gQtkFhM5eE
1113,RafaelBroly2,vou tacar meu trap agora curti a onda bebendo,1,I will hit my trap now I enjoyed the wave drinking
1114,mriasant,meu deus ate quando senhor,0,"my god, even when sir"
1115,Doctrina_Educa,"Confira o convite da Dra. Carmita Abdo e venha conversar com uma equipe multiprofissional sobre “Ansiedade e Depressão durante a Pandemia”. 

Esperamos você: sábado, 05 de setembro, às 16h. 

#DoctrinaEducacaoEmSaude #dracarmitaabdo #carmitaabdo #Saudementalimporta https://t.co/Iqqf7JASBD",0,"Check out Dr. Carmita Abdo's invitation and come and talk to a multiprofessional team about “Anxiety and Depression during Pandemic”.

We are waiting for you: Saturday, September 5th, at 4pm.

#DoctrinaEducacaoEmSaude #dracarmitaabdo #carmitaabdo #Saudementalimporta https://t.co/Iqqf7JASBD"
1116,hadassa_rebecah,não poder fazer merda nenhuma o pior é morar na puta q pariu e ser obrigada além d passar a semana toda em casa ter q passar o fds,1,not being able to do shit the worst is to live in the bitch that gave birth and be obliged besides spending the whole week at home having to spend the weekend
1117,strvvars,desaprendi a desenhar é isto.,0,unlearned how to draw is this.
1118,muriloeferreira,"Não sei o que acontece com o meu psicológico, uma hora eu tô dançando de alegria, agora eu só quero deitar e chorar",1,"I don't know what happens to my psychological, one hour I'm dancing for joy, now I just want to lie down and cry"
1119,notsofunnydiary,"Nossaaa eu sou portuguesa então eu leio mesmo o ""l"" acentuado e por isso demorei a entender ahah https://t.co/lnAlQxl3Wy",1,"Wow, I'm Portuguese so I really read the accented ""l"" and that's why it took me a long time to understand https://t.co/lnAlQxl3Wy"
1120,CamilaTorga,"Observe quem são as pessoas que você se relaciona, essa escolha diz muito sobre você.
- Pâmela Magalhães
#Psicologia #terapia #belohorizonte #2020",0,"Notice who the people you are related to, that choice says a lot about you.
- Pâmela Magalhães
#Psychology #therapy #belohorizonte # 2020"
1121,weixiLL,Meu deus namoraria esse homem só pela hidratação do cabelo dele...,0,My god would date this man just for the hydration of his hair ...
1122,opedrorenno,"Já me questionaram sobre essa preocupação com a Nina, mas ela representa muito mais do que um cachorrinho nosso, a adoção dela alguns anos atrás, foi importante para o meu tratamento contra a depressão e transtornos.",1,"I have been asked about this concern with Nina, but she represents much more than our puppy, her adoption a few years ago was important for my treatment against depression and disorders."
1123,lwricm,acho q tds aqui em casa sabem q tenho depressão mas n se importam,1,I think everyone here at home knows I have depression but they don't care
1124,fxxana,taca o pau doido https://t.co/as0Ag7adqC,1,0 replies 0 retweets 0 likes
1125,bavier,"Quem vai ser a Juma no remake de Pantanal?

Foda-se, o que importa é o impeachment do Bolsonaro.

#ForaBolsonaroGenocida",0,"Who will be Juma in the Pantanal remake?

Fuck, what matters is Bolsonaro's impeachment.

#ForaBolsonaroGenocida"
1126,ipameladuart,faz um ano que fui diagnosticada com depressão aguda então tô precisando de depósitos de dinheiro em minha conta para pagar meus remédios e terapia tenham sororidade 😔😔🥺🥺😩😩🙏🏽🙏🏽 #setembroamarelo #depressão #tristeza #escuridão #trevas,1,It's been a year since I was diagnosed with acute depression so I need money deposits in my account to pay for my drugs and therapy to have sorority 😔😔🥺🥺😩😩🙏🏽🙏🏽 #setembroamarelo #depression # sadness # darkness
1127,Sosotcia,ele parece o josé luiz de o que a vida me roubou,0,he looks like josé luiz from what life stole from me
1128,aquaIina,Só queria que a quarentena acabasse logo pra eu voltar a ter uma vida além de dormir #depressao,0,I just wanted the quarantine to end soon so I can have a life again and sleep #depression
1129,GermanaAngelica,eu p eu: é porra eu n sei flertar caralho e dai q eu vou passar o resto da minha vida sem beijar porra fodase,1,i p i: it's fucking i don't know how to flirt shit and so i'll spend the rest of my life without kissing fucking fuck
1130,aquaIina,"Nunca me senti tão insuportável quanto agora, hora da naninha. Sonhem bonito! https://t.co/Ev8lqDRnsh",0,"I never felt so unbearable as now, time for the naninha. Dream beautiful! https://t.co/Ev8lqDRnsh"
1131,bs_arth,"Sabe quando vc tem aquele sonho foda, mas quando vc para pra pensar fica mal por ter sonhado aquilo pq é errado pensar naquilo

Então né...",1,"You know when you have that fucking dream, but when you stop to think it feels bad because you dreamed it because it's wrong to think about it

So, right ..."
1132,queenyyeri,"Na realidade eu sou a garota quieta, excluída e que passou a infância sofrendo bullying. Além de abusos sexuais por parte do meu irmão mais velho.
Tenho depressão, ansiedade, fobia social e vejo coisas. É tudo diagnosticado pois vou ao psicólogo sozinha, em grupo e ao psiquiatra.",1,"In reality I am the quiet, excluded girl who spent her childhood suffering bullying. In addition to sexual abuse by my older brother.
I have depression, anxiety, social phobia and I see things. Everything is diagnosed because I go to the psychologist alone, in a group and to the psychiatrist."
1133,Pamela73557586,"#MascaraProtege 
Gente sem noção que sai nas ruas sem máscara 😒
Já me acostumei tanto com a máscara q ja faz parte do meu rosto quando vou sair nunca esqueço 😉 https://t.co/OycmE38DLP",1,"#MascaraProtege
Clueless people who go out on the streets without a mask 😒
I've gotten so used to the mask that's already part of my face when I go out I never forget 😉 https://t.co/OycmE38DLP"
1134,thaliatakeda_,Mano minha mãe anda tão compreensiva comigo que ela ta louca pra me dar um gatinho pra dar o nome de VIDA pq eu tenho os bangue la pesado da depressão e isso me salva muito cêis não tão ligados,1,Man my mother is so understanding with me that she is crazy to give me a kitten to give the name LIFE because I have the heavy blood of depression and it saves me a lot of not so connected skies
1135,ricardomottacan,"""Playing for Change"" é um projeto multimídia criado com o objetivo de unir músicos do mundo inteiro em prol de mudanças globais. Integra o projeto a Playing for Change Foundation, uma organização não-governamental… https://t.co/hLZRQBkbUb",0,"""Playing for Change"" is a multimedia project created with the goal of uniting musicians from all over the world in favor of global changes. The project is part of the Playing for Change Foundation, a non-governmental organization… https://t.co/hLZRQBkbUb"
1136,sbco_oficial,"O suicídio é uma triste realidade do mundo. Só no Brasil, cerca de 12 mil pessoas tiram a própria vida anualmente. E o principal fator relacionado ao suicídio é a #depressão.",0,"Suicide is a sad reality in the world. In Brazil alone, about 12 thousand people take their own lives each year. And the main factor related to suicide is depression."
1137,_alexandromotta,"Anem, odeio ver meus amigos triste me sinto um inútil sem poder fazer nada",1,"Anem, I hate to see my friends sad I feel useless without being able to do anything"
1138,Noname83661988,#PINTOSAWARD Imagina tu manda a rola pra alguem avaliar a pessoa te chama de pau pequeno? kkkkkkkk,1,#PINTOSAWARD Imagine you send the rolls for someone to evaluate the person calls you a small stick? kkkkkkkk
1139,_alexandromotta,"Nem me manda msg pq vou ignorar, to nem aí",1,"Don't even send me msg 'cause I'll ignore it, I don't care"
1140,SintoMuitoBlues,Mano Gavassi caminhou para que Lil Whind pudesse voar https://t.co/8TiQcWafg1,1,Mano Gavassi walked so that Lil Whind could fly https://t.co/8TiQcWafg1
1141,SintoMuitoBlues,"tô com o coração mega apertado e não sei o porquê disso, aí o não saber gera overthink que gera surto que affff ódio",1,"I have a very tight heart and I don't know why that is, then not knowing generates an overthink that generates an outbreak that affff hate"
1142,thaliatakeda_,"Não tem um chamego, não tem uma boiolisse, não tem uma viadagem e quer chance? Ah para",1,"You don't have a cuddle, you don't have a boiolisse, you don't have a viaduct and you want a chance? Ah for"
1143,habitlaurj,acabei de chegar em casa depois de mais de 2 horas de consulta com a minha psicóloga e com a minha mãe. primeira vez q chorei numa consulta. fiquei sabendo que tenho sintomas de depressão e vou precisar de ajuda de um psiquiatra. to tentando digerir até agora,1,I just got home after more than 2 hours of consultation with my psychologist and my mother. first time I cried in a consultation. I learned that I have symptoms of depression and will need help from a psychiatrist. I'm trying to digest so far
1144,muriloeferreira,"Foda que eu fui diagnosticado com ansiedade e começo de depressão 🤠
E lá vamos nós de novo!!",1,"Fuck that I was diagnosed with anxiety and start of depression 🤠
And here we go again!!"
